"countyfips"	"sort"	"popch2023"	"pop_pctch2023"	"nat2023"	"int_mig2023"	"dom_mig2023"	"STNAME"	"CTYNAME"	"ESTIMATESBASE2020"	"POPESTIMATE2023"	"bach19"	"bach22"	"pop25_19"	"pop25_22"	"cont_code"	"party"	"pctwon"	"RUCC_2023"	"RUCC23_desc"
"48181"	2616	11364	"8"	-303	278	11410	"Texas"	"Grayson County"	135543	146907	19959	26574	91846	97311	"4"	"REPUBLICAN"	74.3	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"19049"	816	11360	"11"	2459	688	8260	"Iowa"	"Dallas County"	99732	111092	33098	39789	61134	71723	"3"	"REPUBLICAN"	50.3	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"42041"	2267	11259	"4"	-352	1086	10703	"Pennsylvania"	"Cumberland County"	259479	270738	68241	74669	177952	185593	"3"	"REPUBLICAN"	54.5	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"12089"	367	11148	"12"	-1038	27	12245	"Florida"	"Nassau County"	90353	101501	19708	26823	66706	73523	"2"	"REPUBLICAN"	72.4	"1"	"Metro - Counties in metro areas of 1 million population or more"
"01083"	42	11089	"11"	197	224	10637	"Alabama"	"Limestone County"	103565	114654	17491	26820	68441	78806	"3"	"REPUBLICAN"	70.4	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"48167"	2609	11060	"3"	1690	1138	8264	"Texas"	"Galveston County"	350684	361744	70822	84563	231134	242749	"2"	"REPUBLICAN"	60.6	"1"	"Metro - Counties in metro areas of 1 million population or more"
"12131"	388	11047	"15"	113	138	10907	"Florida"	"Walton County"	75307	86354	16326	19873	54627	61295	"4"	"REPUBLICAN"	75.4	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"22103"	1167	11012	"4"	810	1112	9180	"Louisiana"	"St. Tammany Parish"	264571	275583	64677	68299	179016	188795	"2"	"REPUBLICAN"	71.1	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"48041"	2546	10855	"5"	4542	2257	3869	"Texas"	"Brazos County"	233848	244703	52604	58535	124081	127764	"4"	"REPUBLICAN"	55.9	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"06047"	211	10715	"4"	5095	1162	4029	"California"	"Merced County"	281205	291920	24176	28290	167460	174432	"3"	"DEMOCRATIC"	54.1	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"13067"	422	10631	"1"	10746	8626	-8924	"Georgia"	"Cobb County"	766112	776743	247662	272422	515943	528777	"2"	"DEMOCRATIC"	56.3	"1"	"Metro - Counties in metro areas of 1 million population or more"
"49011"	2785	10512	"3"	8391	881	967	"Utah"	"Davis County"	362695	373207	76297	91058	209151	222703	"3"	"REPUBLICAN"	61.3	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"04015"	106	10406	"5"	-8060	206	18376	"Arizona"	"Mohave County"	213276	223682	22011	26099	163211	172565	"4"	"REPUBLICAN"	75	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"54003"	2996	10365	"8"	155	213	10039	"West Virginia"	"Berkeley County"	122075	132440	19147	21717	82743	90407	"3"	"REPUBLICAN"	64.6	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"01125"	63	10336	"5"	945	688	9689	"Alabama"	"Tuscaloosa County"	227037	237373	41571	48496	131589	142968	"4"	"REPUBLICAN"	56.7	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"37067"	1926	10322	"3"	1004	1999	7126	"North Carolina"	"Forsyth County"	382599	392921	85875	103347	258434	262167	"3"	"DEMOCRATIC"	56.2	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"48303"	2677	10307	"3"	2703	2122	5396	"Texas"	"Lubbock County"	310633	320940	59545	66423	185987	189487	"3"	"REPUBLICAN"	65.3	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"41017"	2219	10262	"5"	309	185	10105	"Oregon"	"Deschutes County"	198251	208513	56191	68702	145040	153292	"4"	"DEMOCRATIC"	52.7	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"13297"	536	10038	"10"	-155	203	10002	"Georgia"	"Walton County"	96664	106702	15355	17613	65348	71140	"2"	"REPUBLICAN"	74.1	"1"	"Metro - Counties in metro areas of 1 million population or more"
"12061"	352	10004	"6"	-4369	881	13638	"Florida"	"Indian River County"	159791	169795	38939	44813	124448	132176	"4"	"REPUBLICAN"	60.4	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"01117"	59	9962	"4"	1498	605	7934	"Alabama"	"Shelby County"	223038	233000	66441	78625	149221	158255	"2"	"REPUBLICAN"	69.3	"1"	"Metro - Counties in metro areas of 1 million population or more"
"39165"	2128	9802	"4"	650	1821	7424	"Ohio"	"Warren County"	242346	252148	71745	78040	159843	171260	"2"	"REPUBLICAN"	64.6	"1"	"Metro - Counties in metro areas of 1 million population or more"
"27171"	1402	9801	"7"	2577	309	6915	"Minnesota"	"Wright County"	141349	151150	30438	31860	90127	97453	"2"	"REPUBLICAN"	63.1	"1"	"Metro - Counties in metro areas of 1 million population or more"
"47119"	2490	9791	"10"	518	9	9328	"Tennessee"	"Maury County"	100969	110760	16776	21589	66799	76275	"2"	"REPUBLICAN"	67.4	"1"	"Metro - Counties in metro areas of 1 million population or more"
"13077"	427	9729	"7"	632	505	8589	"Georgia"	"Coweta County"	146163	155892	27074	37421	101159	105024	"2"	"REPUBLICAN"	67.1	"1"	"Metro - Counties in metro areas of 1 million population or more"
"46099"	2413	9723	"5"	3532	2272	3701	"South Dakota"	"Minnehaha County"	197207	206930	45300	48512	128596	135601	"4"	"REPUBLICAN"	53.3	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"49057"	2808	9708	"4"	4579	364	4572	"Utah"	"Weber County"	262218	271926	43842	49293	162187	171613	"3"	"REPUBLICAN"	59.2	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"51177"	2907	9496	"7"	1280	634	7657	"Virginia"	"Spotsylvania County"	140092	149588	28658	33436	90746	98872	"2"	"REPUBLICAN"	52.3	"1"	"Metro - Counties in metro areas of 1 million population or more"
"48497"	2774	9466	"14"	200	85	9219	"Texas"	"Wise County"	68631	78097	8093	12480	46688	51049	"2"	"REPUBLICAN"	83.5	"1"	"Metro - Counties in metro areas of 1 million population or more"
"45007"	2322	9352	"5"	-2185	473	11054	"South Carolina"	"Anderson County"	203724	213076	34513	37302	139550	144672	"3"	"REPUBLICAN"	70.3	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"49045"	2802	9342	"13"	1895	93	7407	"Utah"	"Tooele County"	72709	82051	9878	10693	43188	47722	"2"	"REPUBLICAN"	66.7	"1"	"Metro - Counties in metro areas of 1 million population or more"
"30029"	1615	9325	"9"	-87	443	9053	"Montana"	"Flathead County"	104354	113679	26505	28070	74553	80003	"5"	"REPUBLICAN"	63.9	"5"	"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area"
"37071"	1928	9299	"4"	-895	695	9408	"North Carolina"	"Gaston County"	227943	237242	36848	48731	157145	163467	"2"	"REPUBLICAN"	63.2	"1"	"Metro - Counties in metro areas of 1 million population or more"
"31153"	1733	9289	"5"	3483	545	5153	"Nebraska"	"Sarpy County"	190597	199886	47448	55024	120539	127673	"3"	"REPUBLICAN"	54.3	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"13013"	396	9288	"11"	947	237	8111	"Georgia"	"Barrow County"	83504	92792	12749	13388	55286	59170	"2"	"REPUBLICAN"	70.7	"1"	"Metro - Counties in metro areas of 1 million population or more"
"49005"	2782	9235	"7"	4503	580	4125	"Utah"	"Cache County"	133158	142393	24252	31206	66833	72266	"4"	"REPUBLICAN"	65.2	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"18003"	701	9151	"2"	4540	2248	2178	"Indiana"	"Allen County"	385394	394545	71695	80548	247992	257114	"3"	"REPUBLICAN"	54.5	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"13073"	425	9149	"6"	1717	541	6922	"Georgia"	"Columbia County"	156013	165162	42348	41263	103621	110160	"3"	"REPUBLICAN"	62.1	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"37133"	1959	9100	"4"	7252	307	2168	"North Carolina"	"Onslow County"	204576	213676	26789	32268	108676	113391	"4"	"REPUBLICAN"	63.8	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"45079"	2358	8991	"2"	2492	2725	3587	"South Carolina"	"Richland County"	416147	425138	111459	112295	263496	267592	"3"	"DEMOCRATIC"	68.4	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"01081"	41	8968	"5"	1582	1287	6030	"Alabama"	"Lee County"	174247	183215	41955	46888	101326	110729	"4"	"REPUBLICAN"	59.1	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"37109"	1947	8846	"10"	-387	263	8977	"North Carolina"	"Lincoln County"	86829	95675	16124	19888	62105	66162	"2"	"REPUBLICAN"	72.4	"1"	"Metro - Counties in metro areas of 1 million population or more"
"37081"	1933	8569	"2"	1109	4777	2877	"North Carolina"	"Guilford County"	541297	549866	133063	143588	359317	361159	"3"	"DEMOCRATIC"	60.8	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"27003"	1318	8537	"2"	4684	2117	1528	"Minnesota"	"Anoka County"	363904	372441	79190	77404	245395	253572	"2"	"REPUBLICAN"	49.7	"1"	"Metro - Counties in metro areas of 1 million population or more"
"06019"	197	8516	"1"	16273	4535	-12977	"California"	"Fresno County"	1008646	1017162	136816	153012	621440	633325	"3"	"DEMOCRATIC"	52.9	"1"	"Metro - Counties in metro areas of 1 million population or more"
"45035"	2336	8504	"5"	1267	816	6348	"South Carolina"	"Dorchester County"	161329	169833	31362	31528	111372	112365	"3"	"REPUBLICAN"	54.2	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"51179"	2908	8489	"5"	2618	1151	4782	"Virginia"	"Stafford County"	156939	165428	39341	46537	98469	105357	"2"	"DEMOCRATIC"	50.5	"1"	"Metro - Counties in metro areas of 1 million population or more"
"37069"	1927	8380	"12"	209	206	8030	"North Carolina"	"Franklin County"	68621	77001	10770	14525	48608	51808	"2"	"REPUBLICAN"	56	"1"	"Metro - Counties in metro areas of 1 million population or more"
"13051"	414	8364	"3"	1756	1808	4328	"Georgia"	"Chatham County"	295291	303655	67185	73713	197156	207102	"3"	"DEMOCRATIC"	58.7	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"53005"	2958	8351	"4"	1994	1153	5211	"Washington"	"Benton County"	206868	215219	43000	45600	133790	139189	"3"	"REPUBLICAN"	58.6	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"13153"	465	8332	"5"	1331	341	6661	"Georgia"	"Houston County"	163642	171974	28261	35647	101387	110175	"4"	"REPUBLICAN"	55.5	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"45003"	2320	8324	"5"	-361	394	8253	"South Carolina"	"Aiken County"	168806	177130	35061	38865	119990	126234	"3"	"REPUBLICAN"	60.6	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"37141"	1963	8322	"14"	-313	197	8481	"North Carolina"	"Pender County"	60199	68521	NA	NA	NA	NA	"3"	"REPUBLICAN"	64.3	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"40145"	2206	8297	"10"	145	186	8034	"Oklahoma"	"Wagoner County"	80983	89280	12714	16582	55510	59773	"3"	"REPUBLICAN"	74	"1"	"Metro - Counties in metro areas of 1 million population or more"
"04027"	112	8219	"4"	2190	2646	3283	"Arizona"	"Yuma County"	205002	213221	19427	22554	137087	135602	"4"	"REPUBLICAN"	52.3	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"42133"	2313	8199	"2"	-859	1480	7411	"Pennsylvania"	"York County"	456441	464640	83035	88197	314523	322939	"3"	"REPUBLICAN"	61.5	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"02170"	86	8171	"8"	1566	164	6464	"Alaska"	"Matanuska-Susitna Borough"	107068	115239	17125	16341	70425	75001	"3"	NA	NA	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"17093"	644	8108	"6"	2498	469	5125	"Illinois"	"Kendall County"	131868	139976	32752	31833	82912	87249	"2"	"DEMOCRATIC"	51.8	"1"	"Metro - Counties in metro areas of 1 million population or more"
"46083"	2405	8080	"12"	1531	256	6279	"South Dakota"	"Lincoln County"	65158	73238	NA	NA	NA	NA	"4"	"REPUBLICAN"	60.6	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"22055"	1143	8013	"3"	3432	1561	2890	"Louisiana"	"Lafayette Parish"	241737	249750	57168	62040	163888	167871	"3"	"REPUBLICAN"	63.3	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"48309"	2680	7995	"3"	2141	834	4935	"Texas"	"McLennan County"	260588	268583	40520	44686	156625	163373	"3"	"REPUBLICAN"	60.8	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"13045"	411	7947	"7"	549	314	6995	"Georgia"	"Carroll County"	119151	127098	14621	18527	77477	78942	"2"	"REPUBLICAN"	68.8	"1"	"Metro - Counties in metro areas of 1 million population or more"
"28033"	1420	7935	"4"	294	303	7362	"Mississippi"	"DeSoto County"	185312	193247	34240	36365	121767	127720	"2"	"REPUBLICAN"	61	"1"	"Metro - Counties in metro areas of 1 million population or more"
"10001"	319	7931	"4"	-305	661	7586	"Delaware"	"Kent County"	181858	189789	29849	31989	121855	126667	"4"	"DEMOCRATIC"	51.2	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"37085"	1935	7906	"6"	1642	392	5711	"North Carolina"	"Harnett County"	133571	141477	21234	21576	87796	91084	"5"	"REPUBLICAN"	60.3	"4"	"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area"
"10003"	320	7879	"1"	1145	3937	2476	"Delaware"	"New Castle County"	570713	578592	142968	161283	388655	401443	"2"	"DEMOCRATIC"	67.8	"1"	"Metro - Counties in metro areas of 1 million population or more"
"22063"	1147	7863	"6"	1252	400	6255	"Louisiana"	"Livingston Parish"	142282	150145	19784	20370	92898	98194	"3"	"REPUBLICAN"	84.1	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"37001"	1893	7739	"5"	-361	723	7306	"North Carolina"	"Alamance County"	171426	179165	28937	31335	114122	119350	"4"	"REPUBLICAN"	53.5	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"21227"	1109	7671	"6"	1758	1087	4742	"Kentucky"	"Warren County"	134558	142229	28690	27307	81148	86424	"4"	"REPUBLICAN"	57.4	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"13217"	496	7608	"7"	375	563	6672	"Georgia"	"Newton County"	112527	120135	12918	18779	72226	75979	"2"	"DEMOCRATIC"	54.9	"1"	"Metro - Counties in metro areas of 1 million population or more"
"27037"	1335	7562	"2"	5686	2430	-928	"Minnesota"	"Dakota County"	439878	447440	124014	138040	290701	302711	"2"	"DEMOCRATIC"	55.7	"1"	"Metro - Counties in metro areas of 1 million population or more"
"53053"	2982	7549	"1"	9531	5073	-7594	"Washington"	"Pierce County"	921147	928696	172453	192638	612563	633438	"2"	"DEMOCRATIC"	53.8	"1"	"Metro - Counties in metro areas of 1 million population or more"
"12001"	323	7520	"3"	861	3125	3626	"Florida"	"Alachua County"	278474	285994	76107	83720	165792	172533	"3"	"DEMOCRATIC"	62.9	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"48381"	2716	7500	"5"	1130	387	5992	"Texas"	"Randall County"	140755	148255	31882	30645	90495	96579	"3"	"REPUBLICAN"	78.5	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"30031"	1616	7451	"6"	1941	589	5002	"Montana"	"Gallatin County"	118958	126409	38834	43747	73589	81345	"5"	"DEMOCRATIC"	52.2	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"51153"	2895	7440	"2"	11937	7642	-12677	"Virginia"	"Prince William County"	482200	489640	130085	138002	302837	314332	"2"	"DEMOCRATIC"	62.6	"1"	"Metro - Counties in metro areas of 1 million population or more"
"16019"	563	7402	"6"	2372	86	5009	"Idaho"	"Bonneville County"	123964	131366	23882	27340	72956	80883	"4"	"REPUBLICAN"	70	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"48071"	2561	7314	"16"	569	195	6567	"Texas"	"Chambers County"	46562	53876	NA	NA	NA	NA	"2"	"REPUBLICAN"	80.1	"1"	"Metro - Counties in metro areas of 1 million population or more"
"34005"	1779	7298	"2"	151	1743	5352	"New Jersey"	"Burlington County"	461869	469167	125014	139649	316291	333534	"2"	"DEMOCRATIC"	59.1	"1"	"Metro - Counties in metro areas of 1 million population or more"
"26139"	1303	7169	"2"	2209	633	4167	"Michigan"	"Ottawa County"	296203	303372	65470	71256	183870	190500	"2"	"REPUBLICAN"	59.8	"1"	"Metro - Counties in metro areas of 1 million population or more"
"23005"	1182	7165	"2"	-755	2940	4870	"Maine"	"Cumberland County"	303065	310230	108510	122325	216410	228044	"3"	"DEMOCRATIC"	65.7	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"37125"	1955	7153	"7"	-583	224	7579	"North Carolina"	"Moore County"	99745	106898	28798	30553	73523	76554	"5"	"REPUBLICAN"	63	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"48329"	2690	7122	"4"	5211	1646	325	"Texas"	"Midland County"	169986	177108	32495	32760	110966	107172	"4"	"REPUBLICAN"	77.5	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"35043"	1821	7102	"5"	-495	380	7218	"New Mexico"	"Sandoval County"	148834	155936	33677	37573	102218	108498	"3"	"DEMOCRATIC"	53	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"15001"	549	6980	"3"	116	1665	5159	"Hawaii"	"Hawaii County"	200635	207615	43147	48006	143872	149453	"5"	"DEMOCRATIC"	66.9	"5"	"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area"
"49021"	2790	6925	"12"	1273	258	5459	"Utah"	"Iron County"	57286	64211	NA	NA	NA	NA	"5"	"REPUBLICAN"	75.6	"4"	"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area"
"39159"	2125	6854	"11"	662	220	6011	"Ohio"	"Union County"	62783	69637	NA	NA	NA	NA	"2"	"REPUBLICAN"	64.8	"1"	"Metro - Counties in metro areas of 1 million population or more"
"48473"	2762	6802	"12"	753	199	5863	"Texas"	"Waller County"	56751	63553	NA	NA	NA	NA	"2"	"REPUBLICAN"	62.7	"1"	"Metro - Counties in metro areas of 1 million population or more"
"12091"	368	6798	"3"	1299	1741	3556	"Florida"	"Okaloosa County"	211666	218464	45687	49325	144638	150333	"4"	"REPUBLICAN"	68.6	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"13103"	440	6770	"10"	741	26	5960	"Georgia"	"Effingham County"	64771	71541	NA	NA	NA	NA	"3"	"REPUBLICAN"	74	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"46103"	2416	6677	"6"	852	198	5576	"South Dakota"	"Pennington County"	109226	115903	24945	27795	78460	79968	"4"	"REPUBLICAN"	61	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"23031"	1195	6617	"3"	-1973	611	7982	"Maine"	"York County"	211969	218586	50354	61772	154666	162849	"3"	"DEMOCRATIC"	54.3	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"06039"	207	6600	"4"	2156	123	4385	"California"	"Madera County"	156258	162858	14022	21573	99392	100864	"4"	"REPUBLICAN"	54.7	"1"	"Metro - Counties in metro areas of 1 million population or more"
"33015"	1774	6509	"2"	-462	781	6237	"New Hampshire"	"Rockingham County"	314180	320689	96858	110190	227909	238592	"2"	"DEMOCRATIC"	50.3	"1"	"Metro - Counties in metro areas of 1 million population or more"
